contract_number,account_name,s3_full_path,file_name,doc_type,s3_vectors,opensearch,status_reason,contract_title,contract_requester,reviewing_attorney,created_on,document_effective_date,account_type,parent_contract,solution_line,sharepoint_document_url,related_product,document_title
63489,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63489/28913_Aetna Local Telco Program SOW 110119.pdf,28913_Aetna Local Telco Program SOW 110119.pdf,SOW,True,--,Fully-Executed/Complete,Aetna Local Telco Program SOW 110119 (CI CID 9123),Dynamics SVC,Dynamics SVC,2021-11-29,2019-11-01,Client,63460.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63489/28913_Aetna Local Telco Program SOW 110119.pdf,Eliza Standard,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63489/28913_Aetna%20Local%20Telco%20Program%20SOW%20110119.pdf
57383,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/57383/Aetna - Cotiviti - AMD22 to sso agmtnt - DS - 102819 - Dynamics 57383.pdf,Aetna - Cotiviti - AMD22 to sso agmtnt - DS - 102819 - Dynamics 57383.pdf,Amendment,True,--,Fully-Executed/Complete,Aetna Availity SSO Amendment,Gwin Pitman,ihtech Simko,2019-08-13,2019-10-28,Client,55235.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/57383/Aetna - Cotiviti - AMD22 to sso agmtnt - DS - 102819 - Dynamics 57383.pdf,Payment Policy Management,AMENDMENT NO. 22 TO HEALTH CARE TECHNOLOGY SERVICES AGREEMENT
63487,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63487/29257_Aetna - Eliza Corporation Change Order 1 to SOW 115 for Mercy Care 2019 CW2307263 - signed (1) (1).pdf,29257_Aetna - Eliza Corporation Change Order 1 to SOW 115 for Mercy Care 2019 CW2307263 - signed (1) (1).pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna - CO1 to SOW115 102419 (CI CID 8825),Dynamics SVC,Dynamics SVC,2021-11-29,2019-10-24,Client,63475.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63487/29257_Aetna - Eliza Corporation Change Order 1 to SOW 115 for Mercy Care 2019 CW2307263 - signed (1) (1).pdf,Eliza Standard,Change Order 1 to Statement of Work Number 115
63486,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63486/29532_Aetna Eliza Corporation Meritain Customer Service Satisfaction Survey Program SOW 122 (8782).pdf,29532_Aetna Eliza Corporation Meritain Customer Service Satisfaction Survey Program SOW 122 (8782).pdf,SOW,True,--,Fully-Executed/Complete,Aetna Meritain Customer Service Satisfaction Survey Program SOW 122 101519 (8782) (CI CID 8782),Dynamics SVC,Dynamics SVC,2021-11-29,2019-10-15,Client,63460.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63486/29532_Aetna Eliza Corporation Meritain Customer Service Satisfaction Survey Program SOW 122 (8782).pdf,Eliza Standard,STATEMENT OF WORK NUMBER 122 AETNA – MERITAIN CUSTOMER SERVICE SATISFACTION SURVEY PROGRAM
57750,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/57750/Aetna - Cotiviti - CMS Delegate Supplier Attestation 2019 - BM - 100219 - Dynamics 57750 .pdf,Aetna - Cotiviti - CMS Delegate Supplier Attestation 2019 - BM - 100219 - Dynamics 57750 .pdf,Attestation,True,--,Fully-Executed/Complete,Supplier Attestation,Courtney Linney,Brett Magun,2019-10-02,2019-10-02,Client,,Record Import/Clean Up,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/57750/Aetna - Cotiviti - CMS Delegate Supplier Attestation 2019 - BM - 100219 - Dynamics 57750 .pdf,Record Import/Clean Up,2019 Business Continuity Plan Attestation
63490,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63490/30993_Aetna- Eliza Corporation- Amendment 12 to MBA 2019 CW2288898 100119.pdf,30993_Aetna- Eliza Corporation- Amendment 12 to MBA 2019 CW2288898 100119.pdf,Amendment,True,--,Fully-Executed/Complete,CVS Amendment 12 to MBA - Change Order Process 100119 (CI CID 9187),Dynamics SVC,Dynamics SVC,2021-11-29,2019-10-01,Client,63460.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63490/30993_Aetna- Eliza Corporation- Amendment 12 to MBA 2019 CW2288898 100119.pdf,Eliza Standard,Amendment No. 012 to the Master Business Agreement Between Aetna Life Insurance Company and Eliza Corporation
63488,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63488/29328_Aetna - Eliza Corporation Amendment 11 to MBA CW2288898 - 100119.pdf,29328_Aetna - Eliza Corporation Amendment 11 to MBA CW2288898 - 100119.pdf,Amendment,True,--,Fully-Executed/Complete,Amendment No. 11 to Master Business Agreement 100119 (CI CID 9071),Dynamics SVC,Dynamics SVC,2021-11-29,2019-10-01,Client,63460.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63488/29328_Aetna - Eliza Corporation Amendment 11 to MBA CW2288898 - 100119.pdf,Eliza Standard,Amendment No. 011 to the Master Business Agreement Between Aetna Life Insurance Company and Eliza Corporation
63485,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63485/24797_Aetna - Eliza Corporation SOW Mercy Care DD Satisfaction Outreach Progra....pdf,24797_Aetna - Eliza Corporation SOW Mercy Care DD Satisfaction Outreach Progra....pdf,SOW,True,--,Fully-Executed/Complete,Aetna - SOW 118 MercyCare DD Satisfaction Outreach Program 091319 (CI CID 8524),Dynamics SVC,Dynamics SVC,2021-11-29,2019-09-13,Client,63460.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63485/24797_Aetna - Eliza Corporation SOW Mercy Care DD Satisfaction Outreach Progra....pdf,Eliza Standard,STATEMENT OF WORK NUMBER 118 AETNA – MERCY CARE DD SATISFACTION OUTREACH PROGRAM
63484,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63484/24476_SIGNED_Aetna CO2 to SOW94 Change Order - 3339 091019 (8598).pdf,24476_SIGNED_Aetna CO2 to SOW94 Change Order - 3339 091019 (8598).pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna - CO2 to SOW94 091019 (CI CID 8598),Dynamics SVC,Dynamics SVC,2021-11-29,2019-09-10,Client,63526.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63484/24476_SIGNED_Aetna CO2 to SOW94 Change Order - 3339 091019 (8598).pdf,Eliza Standard,Change Order 2 to Statement of Work Number 94
63483,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63483/23494_SIGNED_WEL Reporting Aetna Change Order - 3241 V3.pdf,23494_SIGNED_WEL Reporting Aetna Change Order - 3241 V3.pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna - CO14 to SOW8 082019 (CI CID 8147),Dynamics SVC,Dynamics SVC,2021-11-29,2019-08-20,Client,63461.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63483/23494_SIGNED_WEL Reporting Aetna Change Order - 3241 V3.pdf,Eliza Standard,Change Order 14 to Work Statement No. 8
63482,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63482/23218_SIGNED_Aetna Cancellation AMENDMENT to CO1toSOW104 081419 (8295).pdf,23218_SIGNED_Aetna Cancellation AMENDMENT to CO1toSOW104 081419 (8295).pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna Amendment to CO1 to SOW104  (CI CID 8295),Dynamics SVC,Dynamics SVC,2021-11-29,2019-08-14,Client,66651.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63482/23218_SIGNED_Aetna Cancellation AMENDMENT to CO1toSOW104 081419 (8295).pdf,Eliza Standard,Amendment to Change Order 1 to Statement of Work Number 104
62822,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/62822/Aetna - Cotiviti - Amendment 2 - DS - 08212019 - Dynamics_62822.pdf,Aetna - Cotiviti - Amendment 2 - DS - 08212019 - Dynamics_62822.pdf,Amendment,True,--,Fully-Executed/Complete,Aetna Amd. 2 CCV - Kentucky,Kimberly Bouris,ihtech Simko,2021-09-21,2019-08-06,Client,55210.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/62822/Aetna - Cotiviti - Amendment 2 - DS - 08212019 - Dynamics_62822.pdf,Retrospective Clinical Chart Validation,AMENDMENT 002 TO THE SCHEDULE NO. 12  (Contract Number 14168) TO THE  PROFESSIONAL SERVICES AGREEMENT  BETWEEN AETNA LIFE INSURANCE COMPANY AND COTIVITI LLC
63481,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63481/22437_SIGNED_AWELHRQ_KY Aetna Life Insurance Company - Change Order - 3238 (003) (1).pdf,22437_SIGNED_AWELHRQ_KY Aetna Life Insurance Company - Change Order - 3238 (003) (1).pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna - CO3 to SOW65 073019 (CI CID 8107),Dynamics SVC,Dynamics SVC,2021-11-29,2019-07-30,Client,66641.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63481/22437_SIGNED_AWELHRQ_KY Aetna Life Insurance Company - Change Order - 3238 (003) (1).pdf,Eliza Standard,Change Order 3 to Statement of Work Number 65
63480,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63480/22461_SIGNED_Aetna Life Insurance Company CO6 to SOW7 (8050).pdf,22461_SIGNED_Aetna Life Insurance Company CO6 to SOW7 (8050).pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna - CO6 to SOW7 073019; Original SOW 7 and prior COs (CI CID 8050),Dynamics SVC,Dynamics SVC,2021-11-29,2019-07-30,Client,66603.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63480/22461_SIGNED_Aetna Life Insurance Company CO6 to SOW7 (8050).pdf,Eliza Standard,Change Order 6 to Statement of Work Number 7
63479,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63479/21976_SIGNED_AEGWC - Aetna Life Insurance Company - Change Order - 3230 - 7_16_2019 (1) (2).pdf,21976_SIGNED_AEGWC - Aetna Life Insurance Company - Change Order - 3230 - 7_16_2019 (1) (2).pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna - CO12 to SOW53 072219 (CI CID 8071),Dynamics SVC,Dynamics SVC,2021-11-29,2019-07-16,Client,63495.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63479/21976_SIGNED_AEGWC - Aetna Life Insurance Company - Change Order - 3230 - 7_16_2019 (1) (2).pdf,Eliza Standard,Change Order 12 to Statement of Work Number 53
63477,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63477/21395_SIGNED_Aetna Life Insurance Company CO11 to SOW91 (7903).pdf,21395_SIGNED_Aetna Life Insurance Company CO11 to SOW91 (7903).pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna - CO11 to SOW91 071019 (CI CID 7903),Dynamics SVC,Dynamics SVC,2021-11-29,2019-07-10,Client,63525.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63477/21395_SIGNED_Aetna Life Insurance Company CO11 to SOW91 (7903).pdf,Eliza Standard,Change Order 11 to Statement of Work Number 91
63476,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63476/21117_SIGNED_Aetna Life Insurance Company CO1 to SOW102 070219 (7876).pdf,21117_SIGNED_Aetna Life Insurance Company CO1 to SOW102 070219 (7876).pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna - CO1 to SOW102 070219 (CI CID 7846),Dynamics SVC,Dynamics SVC,2021-11-29,2019-07-02,Client,70266.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63476/21117_SIGNED_Aetna Life Insurance Company CO1 to SOW102 070219 (7876).pdf,Eliza Standard,Change Order 1 to Statement of Work Number 102
63478,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63478/21585_Aetna MBA Amendment 10 063019.pdf,21585_Aetna MBA Amendment 10 063019.pdf,Amendment,True,--,Fully-Executed/Complete,Aetna MBA Amendment 10 063019 (CI CID 7975),Dynamics SVC,Dynamics SVC,2021-11-29,2019-06-30,Client,63460.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63478/21585_Aetna MBA Amendment 10 063019.pdf,Eliza Standard,AMENDMENT NO. 10 TO THE MASTER BUSINESS AGREEMENT BETWEEN AETNA LIFE INSURANCE COMPANY (“AETNA”) AND ELIZA CORPORATION (“SUPPLIER”)
63474,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63474/20629_SIGNED_Aetna - MercyCare PHD SOW 6-19-2019.pdf,20629_SIGNED_Aetna - MercyCare PHD SOW 6-19-2019.pdf,SOW,True,--,Fully-Executed/Complete,Aetna - Mercy Care PHD SOW 061919 (CI CID 7871),Dynamics SVC,Dynamics SVC,2021-11-29,2019-06-19,Client,63460.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63474/20629_SIGNED_Aetna - MercyCare PHD SOW 6-19-2019.pdf,Eliza Standard,Statement Of Work
63475,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63475/20763_SIGNED_Aetna - MercyCare HRA Engage & Transfer SOW - To Be Executed - 6-13-2019.pdf,20763_SIGNED_Aetna - MercyCare HRA Engage & Transfer SOW - To Be Executed - 6-13-2019.pdf,SOW,True,--,Fully-Executed/Complete,Aetna - Mercy Care Engage & Transfer SOW 115 061319 (CI CID 7753),Dynamics SVC,Dynamics SVC,2021-11-29,2019-06-13,Client,63460.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63475/20763_SIGNED_Aetna - MercyCare HRA Engage & Transfer SOW - To Be Executed - 6-13-2019.pdf,Eliza Standard,STATEMENT OF WORK NUMBER 115 AETNA – MERCYCARE HRA ENGAGE & TRANSFER PROGRAM
63473,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63473/19840_Aetna - Mercy Care Retention SOW - 052019.pdf,19840_Aetna - Mercy Care Retention SOW - 052019.pdf,SOW,True,--,Fully-Executed/Complete,Aetna - Mercy Care Retention SOW 115 - 052019 (CI CID 7653),Dynamics SVC,Dynamics SVC,2021-11-29,2019-05-20,Client,63460.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63473/19840_Aetna - Mercy Care Retention SOW - 052019.pdf,Eliza Standard,STATEMENT OF WORK NUMBER 115 AETNA – MERCY CARE REDETERMINATION PROGRAM
63472,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63472/19218_SIGNED_Aetna Life Insurance Company - CO3 to SOW110  (7548).pdf,19218_SIGNED_Aetna Life Insurance Company - CO3 to SOW110  (7548).pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna - CO3 to SOW110 050719 (CI CID 7548),Dynamics SVC,Dynamics SVC,2021-11-29,2019-05-07,Client,66652.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63472/19218_SIGNED_Aetna Life Insurance Company - CO3 to SOW110  (7548).pdf,Eliza Standard,Change Order 3 to Statement of Work No. 110
63470,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63470/19146_SIGNED_Change Order AEGPPC Draft - 7543_Aetna Life Insurance Company - 3142.pdf,19146_SIGNED_Change Order AEGPPC Draft - 7543_Aetna Life Insurance Company - 3142.pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna Change Order 6 to SOW 64 AEGPPC - 3142 050719 (CI CID 7543),Dynamics SVC,Dynamics SVC,2021-11-29,2019-05-07,Client,66635.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63470/19146_SIGNED_Change Order AEGPPC Draft - 7543_Aetna Life Insurance Company - 3142.pdf,Eliza Standard,Change Order 6 to Statement of Work No. 6
63468,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63468/18681_SIGNED_Aetna Change Order AEGWEL_LA Final - C6 to SOW54 - CO2975.pdf,18681_SIGNED_Aetna Change Order AEGWEL_LA Final - C6 to SOW54 - CO2975.pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna CO6 to SOW54 042319 (CI CID 7497),Dynamics SVC,Dynamics SVC,2021-11-29,2019-04-23,Client,70256.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63468/18681_SIGNED_Aetna Change Order AEGWEL_LA Final - C6 to SOW54 - CO2975.pdf,Eliza Standard,Change Order 6 to Statement of Work No. 54
63467,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63467/18607_SIGNED_Aetna -CO4 to SOW79 - Results File Changes - CO3112 - TO Be Executed.pdf,18607_SIGNED_Aetna -CO4 to SOW79 - Results File Changes - CO3112 - TO Be Executed.pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna - CO4 to SOW79 042319 (CI CID 7402),Dynamics SVC,Dynamics SVC,2021-11-29,2019-04-23,Client,70259.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63467/18607_SIGNED_Aetna -CO4 to SOW79 - Results File Changes - CO3112 - TO Be Executed.pdf,Eliza Standard,Change Order 4 to Statement of Work No. 79
63469,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63469/18884_SIGNED_7544_Change Order AEPREGWEL_TX - CO1 to SOW66 - CO3100 - To Be Executed.pdf,18884_SIGNED_7544_Change Order AEPREGWEL_TX - CO1 to SOW66 - CO3100 - To Be Executed.pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna - CO1 to SOW66 041619 (CI CID 7544),Dynamics SVC,Dynamics SVC,2021-11-29,2019-04-16,Client,63463.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63469/18884_SIGNED_7544_Change Order AEPREGWEL_TX - CO1 to SOW66 - CO3100 - To Be Executed.pdf,Eliza Standard,Change Order 1 to Statement of Work No. 66
54606,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/54606/Aetna - Cotiviti - SCH18 - MRA Coding - SEL - 032019 - Executed DX 54606.pdf,Aetna - Cotiviti - SCH18 - MRA Coding - SEL - 032019 - Executed DX 54606.pdf,SOW,True,--,Fully-Executed/Complete,Aetna- SOW 18 to MSA 1- MRA Coding,Laurie Gondek,Sarah Lowdon,2019-01-18,2019-03-25,Client,8140.0,Risk Adjustment,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/54606/Aetna - Cotiviti - SCH18 - MRA Coding - SEL - 032019 - Executed DX 54606.pdf,Commercial Coding,"SCHEDULE NO. 018 (“SCHEDULE”) to the MASTER BUSINESS AGREEMENT (“AGREEMENT”) between AETNA LIFE INSURANCE COMPANY (“AETNA”) and COTIVITI, INC. (“SUPPLIER”"
66654,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/66654/50552_Aetna - CO1 to SOW113 - Contract Edits - CO3041 030419 (6338).pdf,50552_Aetna - CO1 to SOW113 - Contract Edits - CO3041 030419 (6338).pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna - CO1 to SOW113 030419 (CI CID 6338 CO),Dynamics SVC,Dynamics SVC,2022-01-14,2019-03-04,Client,66655.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66654/50552_Aetna - CO1 to SOW113 - Contract Edits - CO3041 030419 (6338).pdf,Eliza Standard,Change Order No 1 Statement Of Work No. 113
63459,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63459/17007_Aetna HDI Amd 3 to Sched 1 eff 030119.pdf,17007_Aetna HDI Amd 3 to Sched 1 eff 030119.pdf,Amendment,True,--,Fully-Executed/Complete,Aetna HDI Amd 3 to Sched 1 eff 030119 (CI CID 6561),Dynamics SVC,Dynamics SVC,2021-11-29,2019-03-01,Client,63456.0,Payment Integrity,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63459/17007_Aetna HDI Amd 3 to Sched 1 eff 030119.pdf,Payment Analytics,"AMENDMENT 003 To SCHEDULE NO. 001 To the MASTER SERVICES AGREEMENT Between AETNA LIFE INSURANCE COMPANY (“AETNA”) and HEALTH MANAGEMENT SYSTEMS, INC. (“HMS” or “SUPPLIER”)"
66653,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/66653/50551_Aetna - CO1 to SOW110 - Update Authentication - CO3003 022719.pdf,50551_Aetna - CO1 to SOW110 - Update Authentication - CO3003 022719.pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna - CO1 to SOW110 022719 (CI CID 6338 CO),Dynamics SVC,Dynamics SVC,2022-01-14,2019-02-27,Client,66652.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66653/50551_Aetna - CO1 to SOW110 - Update Authentication - CO3003 022719.pdf,Eliza Standard,Change Order 1 to Statement of Work No. 110
66631,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/66631/50543_Aetna SOW 91 CO3027 - CO 10 - Parkland LOB Add 022719.pdf,50543_Aetna SOW 91 CO3027 - CO 10 - Parkland LOB Add 022719.pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Aetna SOW 91 CO3027 022719 (CI CID 10856 CO),Dynamics SVC,Dynamics SVC,2022-01-14,2019-02-27,Client,63525.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66631/50543_Aetna SOW 91 CO3027 - CO 10 - Parkland LOB Add 022719.pdf,Eliza Standard,Change Order 10 to Statement Of Work No. 91
