contract_number,s3_full_path,account_name,doc_type,status_reason,contract_title,contract_requester,reviewing_attorney,created_on,document_effective_date,parent_contract,solution_line,account_type,sharepoint_document_url,document_title,related_product,matched_client,matched_pattern,file_name
68758,s3://ml-legal-restricted/contract-docs/68758/Kaiser Permanente - Cotiviti - Work Order-Change Request - JK - 07122022 - Dynamics_68758.PDF,Kaiser Permanente,Work Order / Change Request,Fully-Executed/Complete,KPWA - HD Pharma Repatriation 2022/2023 Renewal Work Order #3,Brian Rousey,Jeffrey Koslowski,2022-06-24 01:02:10,2022-05-31,65347,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68758/Kaiser Permanente - Cotiviti - Work Order-Change Request - JK - 07122022 - Dynamics_68758.PDF,CONSULTING OR PROFESSIONAL SERVICES STATEMENT OF WORK – CHANGE ORDER #3,Eliza Standard,Kaiser,\bkaiser(\s+permanente)?\b,Kaiser Permanente - Cotiviti - Work Order-Change Request - JK - 07122022 - Dynamics_68758.PDF
67833,s3://ml-legal-restricted/contract-docs/67833/KPWA - Cotiviti - WO-CR - JK - 06062022 -  Dynamics_67833.pdf,Kaiser Permanente,Work Order / Change Request,Fully-Executed/Complete,Kaiser WA_ CO#1 to Amendment # 10_CCV,Jay Dupras,Jeffrey Koslowski,2022-03-16 15:29:34,2022-05-31,58107,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67833/KPWA - Cotiviti - WO-CR - JK - 06062022 -  Dynamics_67833.pdf,PROFESSIONAL SERVICES STATEMENT OF WORK – CHANGE ORDER # 1,Retrospective Clinical Chart Validation,Kaiser,\bkaiser(\s+permanente)?\b,KPWA - Cotiviti - WO-CR - JK - 06062022 -  Dynamics_67833.pdf
68368,s3://ml-legal-restricted/contract-docs/68368/UHC - Cotiviti - Amendment 1 to SOW 245 - JK - 05302022 - Dynamics_68368.pdf,United HealthCare Services,Amendment,Fully-Executed/Complete,Amendment 1 to SOW 245,Laura Owen,Jeffrey Koslowski,2022-05-11 17:42:21,2022-05-30,63357,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68368/UHC - Cotiviti - Amendment 1 to SOW 245 - JK - 05302022 - Dynamics_68368.pdf,Amendment 1 to Statement of Work Number 245 United – Optum NV CBP Program,Eliza Standard,United,\b(united\s*health( ?care)?|unitedhealth(group)?|uhc)\b,UHC - Cotiviti - Amendment 1 to SOW 245 - JK - 05302022 - Dynamics_68368.pdf
68450,s3://ml-legal-restricted/contract-docs/68450/Anthem Inc - Cotiviti - WO-CR - JK - 5272022 - Dynamics_68450.pdf,"Anthem, Inc (WellPoint, Inc.)",SOW,Fully-Executed/Complete,Anthem CE - Medicaid Sydney Promotion SMS,Kathleen Mullarkey,Jeffrey Koslowski,2022-05-19 18:33:47,2022-05-27,55948,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68450/Anthem Inc - Cotiviti - WO-CR - JK - 5272022 - Dynamics_68450.pdf,Anthem New Program Worksheet,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,Anthem Inc - Cotiviti - WO-CR - JK - 5272022 - Dynamics_68450.pdf
67340,s3://ml-legal-restricted/contract-docs/67340/WHA - Cotiviti - SOW 4 - AS - 05262022 - Dynamics_67340.pdf,Western Health Advantage,SOW,Fully-Executed/Complete,WHA Retrieval & Coding SOW,Todd Fenton,Adam Speer,2022-01-25 14:48:09,2022-05-26,6689,Risk Adjustment,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67340/WHA - Cotiviti - SOW 4 - AS - 05262022 - Dynamics_67340.pdf,Statement of Work #4,RA - Medical Record Retrieval,,,WHA - Cotiviti - SOW 4 - AS - 05262022 - Dynamics_67340.pdf
68268,s3://ml-legal-restricted/contract-docs/68268/UPMC Health Plan - Cotiviti - Work Order 2 - SC - 05252022 - Dynamics_68268.pdf,UPMC Health Plan,Work Order / Change Request,Fully-Executed/Complete,WO2 to SOW 1 (MLD Changes),shannon childs,Saloni Choudhry,2022-04-27 19:59:45,2022-05-25,56894,Quality Improvement,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68268/UPMC Health Plan - Cotiviti - Work Order 2 - SC - 05252022 - Dynamics_68268.pdf,Work Order #2 To Statement of Work #1 for Quality Improvement,Quality Intelligence,UPMC,\bupmc\b,UPMC Health Plan - Cotiviti - Work Order 2 - SC - 05252022 - Dynamics_68268.pdf
71225,s3://ml-legal-restricted/contract-docs/71225/Horizon Blue Cross Blue Shield of New Jersey - Cotiviti - Amendment 7 - JK - Dynamics_71225.pdf,Horizon Blue Cross Blue Shield of New Jersey,Amendment,Fully-Executed/Complete,2023 Flow Downs,Allyn Sullivan,Jeffrey Koslowski,2023-02-28 15:15:17,2022-05-23,62868,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/71225/Horizon Blue Cross Blue Shield of New Jersey - Cotiviti - Amendment 7 - JK - Dynamics_71225.pdf,SEVENTH AMENDMENT TO THE MASTER VENDOR SERVICES AGREEMENT,Payment Policy Management,Horizon (NJ BCBS),\bhorizon\s*(blue|bcbs|cross|shield|new\s*jersey|nj)\b,Horizon Blue Cross Blue Shield of New Jersey - Cotiviti - Amendment 7 - JK - Dynamics_71225.pdf
68323,s3://ml-legal-restricted/contract-docs/68323/Horizon - Cotiviti - SOW 3 - JK - 05242023 - Dynamics_68323.pdf,Horizon Blue Cross Blue Shield of New Jersey,SOW,Fully-Executed/Complete,FEP LOB inclusion for PPM processing,Allyn Sullivan,Jeffrey Koslowski,2022-05-06 14:44:36,2022-05-20,55420,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68323/Horizon - Cotiviti - SOW 3 - JK - 05242023 - Dynamics_68323.pdf,PROSPECTIVE CLAIMS ACCURACY STATEMENT OF WORK #3,Payment Policy Management,Horizon (NJ BCBS),\bhorizon\s*(blue|bcbs|cross|shield|new\s*jersey|nj)\b,Horizon - Cotiviti - SOW 3 - JK - 05242023 - Dynamics_68323.pdf
68433,s3://ml-legal-restricted/contract-docs/68433/Centene - Cotiviti - Data Destruction - TE - 05182022 - Dynamics_68433.pdf,Centene Corporation,Statement of Destruction,Fully-Executed/Complete,Data Destruction Letter,Patrick Murphy,Timothy Ellebracht,2022-05-18 17:03:20,2022-05-18,,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68433/Centene - Cotiviti - Data Destruction - TE - 05182022 - Dynamics_68433.pdf,Disposition of Errant Data,Eliza Pro,Centene,\bcentene\b,Centene - Cotiviti - Data Destruction - TE - 05182022 - Dynamics_68433.pdf
68298,"s3://ml-legal-restricted/contract-docs/68298/Anthem, Inc  - Cotiviti - Work Order - JK - 05182022 - Dynamics_68298.pdf","Anthem, Inc (WellPoint, Inc.)",SOW,Fully-Executed/Complete,"Anthem CareMore Healthy Start, Health Journeys SMS Scheduling",Cody Dodge,Jeffrey Koslowski,2022-05-03 14:51:08,2022-05-18,55948,Population Health Management,Client,"https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68298/Anthem, Inc  - Cotiviti - Work Order - JK - 05182022 - Dynamics_68298.pdf",Anthem New Program Worksheet,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,"Anthem, Inc  - Cotiviti - Work Order - JK - 05182022 - Dynamics_68298.pdf"
67873,s3://ml-legal-restricted/contract-docs/67873/Anthem - Cotiviti - SOW - JK - 05182022 - Dynamics_67873.pdf,"Anthem, Inc (WellPoint, Inc.)",SOW,Fully-Executed/Complete,AnthemCE - Medicaid TX - Eliza LTSS Level3 IVR,Willem Friso van Reesema,Jeffrey Koslowski,2022-03-18 13:58:01,2022-05-18,55948,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67873/Anthem - Cotiviti - SOW - JK - 05182022 - Dynamics_67873.pdf,Anthem New Program Worksheet,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,Anthem - Cotiviti - SOW - JK - 05182022 - Dynamics_67873.pdf
67828,"s3://ml-legal-restricted/contract-docs/67828/Anthem, Inc (WellPoint, Inc.) - Cotiviti - Work Order - JK - 05182022 - Dynamics_67828.pdf","Anthem, Inc (WellPoint, Inc.)",SOW,Fully-Executed/Complete,[ELEVANCE-ANTHEM]-CE –Medicaid MM - Eliza Disenrollment Age Out (IVR SMS Email),Cody Dodge,Jeffrey Koslowski,2022-03-15 22:47:20,2022-05-18,55948,Population Health Management,Client,"https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67828/Anthem, Inc (WellPoint, Inc.) - Cotiviti - Work Order - JK - 05182022 - Dynamics_67828.pdf",Anthem New Program Worksheet,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,"Anthem, Inc (WellPoint, Inc.) - Cotiviti - Work Order - JK - 05182022 - Dynamics_67828.pdf"
67827,s3://ml-legal-restricted/contract-docs/67827/Anthem - Cotiviti - SOW - JK - 05182022 - Dynamics_67827.pdf,"Anthem, Inc (WellPoint, Inc.)",SOW,Fully-Executed/Complete,AnthemCE – Medicaid MM - Eliza Retention Age Out IVR SMS Email,Willem Friso van Reesema,Jeffrey Koslowski,2022-03-15 22:35:06,2022-05-18,55948,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67827/Anthem - Cotiviti - SOW - JK - 05182022 - Dynamics_67827.pdf,Anthem New Programs Worksheet Retention Phase,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,Anthem - Cotiviti - SOW - JK - 05182022 - Dynamics_67827.pdf
67826,s3://ml-legal-restricted/contract-docs/67826/Anthem - Cotiviti - SOW - KW - 05182022 - Dynamics_67826.pdf,"Anthem, Inc (WellPoint, Inc.)",SOW,Fully-Executed/Complete,AnthemCE – Medicaid MM - Eliza Retention Postpartum IVR SMS Email,Cody Dodge,Kyle Waite,2022-03-15 22:12:28,2022-05-18,55948,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67826/Anthem - Cotiviti - SOW - KW - 05182022 - Dynamics_67826.pdf,Anthem New Program Worksheet,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,Anthem - Cotiviti - SOW - KW - 05182022 - Dynamics_67826.pdf
68243,s3://ml-legal-restricted/contract-docs/68243/Anthem Israel - Cotiviti - SOW - KW - 05172022 - Dynamics_68243.pdf,"Anthem, Inc (WellPoint, Inc.)",SOW,Fully-Executed/Complete,Anthem Israel - SMS Messaging for Tyto,Cody Dodge,Kyle Waite,2022-04-26 15:37:43,2022-05-17,55948,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68243/Anthem Israel - Cotiviti - SOW - KW - 05172022 - Dynamics_68243.pdf,Anthem New Program Worksheet,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,Anthem Israel - Cotiviti - SOW - KW - 05172022 - Dynamics_68243.pdf
68278,s3://ml-legal-restricted/contract-docs/68278/Anthem - Cotiviti - SOW - JK - 05162022 - Dynamics_68278.pdf,"Anthem, Inc (WellPoint, Inc.)",SOW,Fully-Executed/Complete,[ELEVANCE-ANTHEM]-Medicaid-CA - Eliza Retention Address Update IVR SMS,Willem Friso van Reesema,Jeffrey Koslowski,2022-04-28 21:38:15,2022-05-16,55948,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68278/Anthem - Cotiviti - SOW - JK - 05162022 - Dynamics_68278.pdf,Anthem New Program Worksheet,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,Anthem - Cotiviti - SOW - JK - 05162022 - Dynamics_68278.pdf
67511,s3://ml-legal-restricted/contract-docs/67511/Anthem - Cotiviti - Change Order 1 - JK - 05162022 - Dynamics_67511.pdf,"Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,[ELEVANCE-ANTHEM]-Medicaid-CO1 to SOW 880 - Anthem Ready Set Renew Program,Kathleen Mullarkey,Jeffrey Koslowski,2022-02-11 21:56:40,2022-05-16,64408,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67511/Anthem - Cotiviti - Change Order 1 - JK - 05162022 - Dynamics_67511.pdf,ELIZA® SERVICES CHANGE ORDER FORM,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,Anthem - Cotiviti - Change Order 1 - JK - 05162022 - Dynamics_67511.pdf
67128,s3://ml-legal-restricted/contract-docs/67128/Centene Corp - Cotiviti - WO-CR - JK - 5102022 - Dynamics_67128.pdf,Centene Corporation,Work Order / Change Request,Fully-Executed/Complete,Change Order to Services Agreement,Cody Dodge,Jeffrey Koslowski,2022-01-14 17:17:11,2022-05-10,64681,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67128/Centene Corp - Cotiviti - WO-CR - JK - 5102022 - Dynamics_67128.pdf,CHANGE ORDER FORM,Eliza Pro,Centene,\bcentene\b,Centene Corp - Cotiviti - WO-CR - JK - 5102022 - Dynamics_67128.pdf
68149,"s3://ml-legal-restricted/contract-docs/68149/Anthem, Inc (WellPoint, Inc.) - Cotiviti - Work Order-Change request - JK - 05092022 - Dynamics_68149.pdf","Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,[ELEVANCE-ANTHEM]-Medicaid-MO-CO2 to Anthem CE MO Welcome IVR & SMS Outreach,Kathleen Mullarkey,Jeffrey Koslowski,2022-04-14 17:41:31,2022-05-09,64211,Population Health Management,Client,"https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68149/Anthem, Inc (WellPoint, Inc.) - Cotiviti - Work Order-Change request - JK - 05092022 - Dynamics_68149.pdf",ELIZA® SERVICES CHANGE ORDER FORM,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,"Anthem, Inc (WellPoint, Inc.) - Cotiviti - Work Order-Change request - JK - 05092022 - Dynamics_68149.pdf"
66567,s3://ml-legal-restricted/contract-docs/66567/CHPW - Cotiviti - SOW 2 - AS - 05062022 - Dynamics_66567.pdf,Community Health Plan of Washington,SOW,Fully-Executed/Complete,CHPW SOW#2 Risk,Todd Fenton,Adam Speer,2022-01-11 15:34:37,2022-05-06,52721,Risk Adjustment,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66567/CHPW - Cotiviti - SOW 2 - AS - 05062022 - Dynamics_66567.pdf,Statement of Work #2 For Risk Adjustment,Medicare Adv. Coding,,,CHPW - Cotiviti - SOW 2 - AS - 05062022 - Dynamics_66567.pdf
68249,s3://ml-legal-restricted/contract-docs/68249/Kaiser - Cotiviti - Work Order - KW - 05082022 - Dynamics_68249.PDF,Kaiser Permanente,Work Order / Change Request,Fully-Executed/Complete,KPCLRMC - Add NW Region,Brian Rousey,Kyle Waite,2022-04-26 19:18:27,2022-05-04,65339,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68249/Kaiser - Cotiviti - Work Order - KW - 05082022 - Dynamics_68249.PDF,Work Order Form,Eliza Standard,Kaiser,\bkaiser(\s+permanente)?\b,Kaiser - Cotiviti - Work Order - KW - 05082022 - Dynamics_68249.PDF
68088,s3://ml-legal-restricted/contract-docs/68088/Kaiser Permanente of Hawaii - Cotiviti - Amendment 1 - SC - 05032022 - Dynamics_68088.pdf,Kaiser Permanente of Hawaii,Amendment,Fully-Executed/Complete,Amend 1 to SOW 4 (custom measures incl WO 1 measures),Anne Clark,Saloni Choudhry,2022-04-07 16:29:34,2022-05-03,61955,Quality Improvement,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68088/Kaiser Permanente of Hawaii - Cotiviti - Amendment 1 - SC - 05032022 - Dynamics_68088.pdf,Amendment #1 To Statement of Work #4 for Quality Improvement,Quality Intelligence,Kaiser,\bkaiser(\s+permanente)?\b,Kaiser Permanente of Hawaii - Cotiviti - Amendment 1 - SC - 05032022 - Dynamics_68088.pdf
68209,s3://ml-legal-restricted/contract-docs/68209/Aetna Life Insurance Company - Cotiviti - Amendment 14 - JK - 06202022 - Dynamics_68209.pdf,Aetna Life Insurance Company,Amendment,Fully-Executed/Complete,Amendment #14 to Schedule 15_CV with MRR for Medicaid,Jay Dupras,Jeffrey Koslowski,2022-04-22 18:11:37,2022-05-01,36232,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68209/Aetna Life Insurance Company - Cotiviti - Amendment 14 - JK - 06202022 - Dynamics_68209.pdf,AMENDMENT NO.14 TO SCHEDULE NO. 015 TO THE MASTER BUSINESS AGREEMENT BETWEEN AETNA LIFE INSURANCE COMPANY AND COTIVITI INC.,CV – Medical Record Review,Aetna,\baetna\b,Aetna Life Insurance Company - Cotiviti - Amendment 14 - JK - 06202022 - Dynamics_68209.pdf
68136,s3://ml-legal-restricted/contract-docs/68136/Anthem - Cotiviti - Amendment 8 - JK - 09282022 - Dynamics_68136.pdf,"Anthem, Inc (WellPoint, Inc.)",Amendment,Fully-Executed/Complete,Anthem_Ohio Medicaid _PPM Exhibit,Steven Taylor,Jeffrey Koslowski,2022-04-13 13:46:17,2022-05-01,55948,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68136/Anthem - Cotiviti - Amendment 8 - JK - 09282022 - Dynamics_68136.pdf,"AMENDMENT #8 TO THE MASTER SERVICES AGREEMENT BETWEEN ELEVANCE HEALTH, INC. AND COTIVITI, INC",Payment Policy Management,Anthem/Elevance,\b(anthem|elevance)\b,Anthem - Cotiviti - Amendment 8 - JK - 09282022 - Dynamics_68136.pdf
66588,s3://ml-legal-restricted/contract-docs/66588/Blue Cross Blue Shield of Tennessee - Cotiviti - Amendment 2 - JK - 05132022 - Dynamics_66588.pdf,Blue Cross Blue Shield of Tennessee,Amendment,Fully-Executed/Complete,AMD#2 to SOW#1 ER E&M - Government Rate,Joshua Houston,Jeffrey Koslowski,2022-01-12 23:12:37,2022-05-01,55271,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66588/Blue Cross Blue Shield of Tennessee - Cotiviti - Amendment 2 - JK - 05132022 - Dynamics_66588.pdf,SECOND AMENDMENT TO SOW #1,Coding Validation,BCBSTN,\b(blue\s*cross\s*blue\s*shield\s*of\s*tennessee|bcbstn)\b,Blue Cross Blue Shield of Tennessee - Cotiviti - Amendment 2 - JK - 05132022 - Dynamics_66588.pdf
68046,s3://ml-legal-restricted/contract-docs/68046/Gateway Health - Cotiviti - Amendment - JK - 04292022 - Dynamics_68046.pdf,Highmark Wholecare,Amendment,Fully-Executed/Complete,FWA Amendment - Special Case Review,Derek Anderson,Jeffrey Koslowski,2022-04-04 14:40:58,2022-04-29,55373,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68046/Gateway Health - Cotiviti - Amendment - JK - 04292022 - Dynamics_68046.pdf,Task Order Name: Medical Record Review,STARSSolution,Highmark,\bhighmark\b,Gateway Health - Cotiviti - Amendment - JK - 04292022 - Dynamics_68046.pdf
68058,s3://ml-legal-restricted/contract-docs/68058/Highmark Blue Cross Blue Shield - Cotiviti - Work Order - SC - 04252022 - Dynamics_68058.pdf,Highmark Blue Cross Blue Shield,Work Order / Change Request,Fully-Executed/Complete,WO 8 to MSA 1 (Highmark QI- AWVM- Annual Wellness Visit Measure),Carla Galisin,Saloni Choudhry,2022-04-05 14:58:11,2022-04-25,6266,Quality Improvement,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68058/Highmark Blue Cross Blue Shield - Cotiviti - Work Order - SC - 04252022 - Dynamics_68058.pdf,Work Order #8 To Cotiviti Inc. Software License Agreement,Quality Intelligence,Highmark,\bhighmark\b,Highmark Blue Cross Blue Shield - Cotiviti - Work Order - SC - 04252022 - Dynamics_68058.pdf
68204,"s3://ml-legal-restricted/contract-docs/68204/Anthem, Inc - Cotiviti - Letter - JK - 04222022 - Dynamics_68204.pdf","Anthem, Inc (WellPoint, Inc.)",Letter,Fully-Executed/Complete,Anthem - Cotiviti Covid-19 Second Offshore Client Letter,Sam Barley,Jeffrey Koslowski,2022-04-22 14:28:43,2022-04-22,,Payment Accuracy,Client,"https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68204/Anthem, Inc - Cotiviti - Letter - JK - 04222022 - Dynamics_68204.pdf",Update to Cotiviti’s Offshore Workforce During Covid-19,Coding Validation,Anthem/Elevance,\b(anthem|elevance)\b,"Anthem, Inc - Cotiviti - Letter - JK - 04222022 - Dynamics_68204.pdf"
68192,s3://ml-legal-restricted/contract-docs/68192/Highmark - Cotiviti - Statement of Destruction - AS - 04212022 - Dynamics_68192.pdf,Highmark Blue Cross Blue Shield,Statement of Destruction,Fully-Executed/Complete,Highmark- MI- HNNY Data Destruction Certificate,Carla Galisin,Adam Speer,2022-04-21 04:28:52,2022-04-21,6266,Performance Analytics,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68192/Highmark - Cotiviti - Statement of Destruction - AS - 04212022 - Dynamics_68192.pdf,Disposition of Errant Data,Medical Intelligence,Highmark,\bhighmark\b,Highmark - Cotiviti - Statement of Destruction - AS - 04212022 - Dynamics_68192.pdf
67998,s3://ml-legal-restricted/contract-docs/67998/Superior Healthplan - Cotiviti - Change Order - CC - 04162022 - Dynamics_67998.pdf,Centene Corporation,Work Order / Change Request,Fully-Executed/Complete,Asthma - Changes,Patrick Murphy,Charles Crider,2022-03-29 20:20:08,2022-04-16,64681,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67998/Superior Healthplan - Cotiviti - Change Order - CC - 04162022 - Dynamics_67998.pdf,CHANGE ORDER FORM,Eliza Pro,Centene,\bcentene\b,Superior Healthplan - Cotiviti - Change Order - CC - 04162022 - Dynamics_67998.pdf
67771,s3://ml-legal-restricted/contract-docs/67771/United Healthcare Services - Cotiviti - Amendment 4 - CC - 04132022 - Dynamics_67771.pdf,United HealthCare Services,Amendment,Fully-Executed/Complete,UHC - Amendment 4 to SOW 192,Laura Owen,Charles Crider,2022-03-10 15:30:39,2022-04-13,65774,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67771/United Healthcare Services - Cotiviti - Amendment 4 - CC - 04132022 - Dynamics_67771.pdf,Amendment 4 to Statement of Work Number 192 United – Optum/WellMed Rx Refill Program,Eliza Standard,United,\b(united\s*health( ?care)?|unitedhealth(group)?|uhc)\b,United Healthcare Services - Cotiviti - Amendment 4 - CC - 04132022 - Dynamics_67771.pdf
